comment,key,operation,latency,protocol,inner_k,inner_n,outer_k,outer_n,num_concurrent,num_participant
++ python3 scripts/common.py SERVICE_HOST
+ SERVICE=ec2-16-162-3-6.ap-east-1.compute.amazonaws.com
++ python3 scripts/common.py WORK_DIR
+ WORK_DIR=/home/ubuntu
+ cargo build --profile artifact --bin entropy --color never
    Finished artifact [optimized] target(s) in 0.11s
+ rsync target/artifact/entropy ec2-16-162-3-6.ap-east-1.compute.amazonaws.com:/home/ubuntu/entropy
++ python3 scripts/common.py NUM_TOTAL_PEER
+ ssh ec2-16-162-3-6.ap-east-1.compute.amazonaws.com OTEL_SDK_DISABLED=true /home/ubuntu/entropy ec2-16-162-3-6.ap-east-1.compute.amazonaws.com --plaza-service 10000
ready
,907592c2da1652281c8c6cbde88945f25ec2199e8d54c85771b9fbaace3b88df,repair,2.2060907,kademlia,32,80,8,10,240,10000
,b8d7fdaa9d70134c1706f3e4e7f50a4e5d69c8a0e842b144cb7a452a8368fa58,repair,2.4276505,kademlia,32,80,8,10,240,10000
,bdc61dd9811332c2d5c3445067f62f5835478ddd85b58ebf932af3b3ea465c70,repair,1.8449664,kademlia,32,80,8,10,240,10000
,66a2082c09bdcbbb11c8ca91a3ebed8d443ec5761dd1957da61ce18e781bd143,repair,2.963708,kademlia,32,80,8,10,240,10000
,f488a4a4e9e3ef5bd4eeab99928be4447501c30ff6460227952bc40e2b465732,repair,2.0612893,kademlia,32,80,8,10,240,10000
,8ac9375ad599f31af63f2ce1635e0e27a3b10c6f6729af6079b1dfa9eb90317e,repair,1.8114862,kademlia,32,80,8,10,240,10000
,6f5e405e740065bfc2c03fa44dc968a868cfb3cf478150622e2a78ca33663516,repair,2.308843,kademlia,32,80,8,10,240,10000
,d8e461e30049fc29633d80fe803bc7a3967af3e5a67d70e15df790e0f21fc4a2,repair,2.2632074,kademlia,32,80,8,10,240,10000
,c41fb0643b777ee545aee2b97c2b13dca1cfd44620a7a05995fb620e326aa1f9,repair,2.7647274,kademlia,32,80,8,10,240,10000
,410bb9798970e3232304820ff38beb6099ef6396600ef61c9424874427a5e286,repair,1.8187551,kademlia,32,80,8,10,240,10000
,b9211923440b04ee724ce9804a134ba849d38814bd268c675ac20e514f4854ea,repair,2.368822,kademlia,32,80,8,10,240,10000
,6f47d85b5d16731ae52e98303ef09b2bf3e36afa91fee83e81d62829a25beca7,repair,2.288097,kademlia,32,80,8,10,240,10000
